stationing;easting;northing;elevation;azimuth;slope;gauge;cantrad;trackradius;guid;cq;odometer;airtemperature;airpressure;sleeper;corr_3dsmoothing_sit;corr_3dsmoothing_elev;corr_3dsmoothing_dist;tpstype;comp_e;comp_n;comp_h;imu_roll_rad;sync_value;datetime;origin;
329013.8569;451389.3303;4565298.9374;473.3873;1.56256065444;-0.00193036839097;1.4356;-0.000034;0.000;BF389834-DB86-427F-B21A-9C10B41BF881;NA;329013.8569;293.100;101300.000;328333040;NA;NA;NA;S;NA;NA;NA;0.002337;145415;20171002232502;IMUABS;
329013.9901;451389.4635;4565298.9385;473.3871;1.56253379476;-0.0019107184071;1.4355;0.000124;0.000;5DE7750E-3C7F-4590-A1FF-14E7265960E2;NA;329013.9929;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002463;263210;20171002232659;IMUABS;
329014.0942;451389.5676;4565298.9394;473.3869;1.56249935633;-0.00190735261297;1.4354;0.000184;0.000;3AC5587D-1B15-4D95-9174-2AC9A6049A99;NA;329014.0976;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002523;263410;20171002232659;IMUABS;
329014.2294;451389.7028;4565298.9406;473.3866;1.56244403629;-0.00192939693528;1.4354;0.000228;0.000;29B2EEF1-52CB-414D-8237-0003C304176B;NA;329014.2284;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002567;263610;20171002232700;IMUABS;
329014.3806;451389.8540;4565298.9418;473.3863;1.56234604768;-0.00204135620157;1.4354;0.000284;0.000;32859889-2B4C-4A98-A8CA-419703F20D1A;NA;329014.3801;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002623;263810;20171002232700;IMUABS;
329014.5489;451390.0223;4565298.9432;473.3860;1.56241445138;-0.00218299810313;1.4354;0.000372;0.000;E6CA3DF0-D0DF-493B-B997-0A7C413A3E0A;NA;329014.5527;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002711;264010;20171002232700;IMUABS;
329014.7382;451390.2115;4565298.9448;473.3856;1.56255721176;-0.00228535666328;1.4354;0.000366;0.000;9CD1A080-2E8D-49C2-9AB8-EDAA8087AA7D;NA;329014.7411;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002705;264210;20171002232700;IMUABS;
329014.8404;451390.3138;4565298.9457;473.3853;1.56251380675;-0.00229245036245;1.4353;0.000328;0.000;E164EA88-8F52-4CE6-B798-3B8FBE9B3756;NA;329014.8405;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002667;264310;20171002232700;IMUABS;
329014.9449;451390.4183;4565298.9466;473.3851;1.56252813436;-0.00231971713907;1.4352;0.000338;0.000;3258C3A0-8F23-40FC-AC67-9CFBA3514D4D;NA;329014.9451;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002677;264410;20171002232700;IMUABS;
329015.0502;451390.5236;4565298.9474;473.3848;1.56256521065;-0.00242163844149;1.4353;0.000404;0.000;B76B59C1-F009-45CB-84C1-EC69EBF4C81B;NA;329015.0497;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002743;264510;20171002232701;IMUABS;
329015.1612;451390.6346;4565298.9483;473.3845;1.56254562683;-0.00252254538949;1.4353;0.000482;0.000;E6A19973-FC3A-4637-8EEE-E5E0688E84C4;NA;329015.1648;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002822;264610;20171002232701;IMUABS;
329015.2750;451390.7484;4565298.9492;473.3842;1.56260588513;-0.00251453651732;1.4353;0.000419;0.000;361ADEC4-F6E1-4178-9DA0-8832186CB736;NA;329015.2799;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002758;264710;20171002232701;IMUABS;
329015.3911;451390.8644;4565298.9502;473.3840;1.56270178538;-0.00241243346197;1.4353;0.000458;0.000;6FC1F7E2-1412-45A8-B9BC-3F98365406B7;NA;329015.3950;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002797;264810;20171002232701;IMUABS;
329015.5114;451390.9847;4565298.9511;473.3837;1.56274901294;-0.00239622910385;1.4353;0.000368;0.000;945404FE-B5EB-48D2-A24C-A99577E97AA2;NA;329015.5153;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002707;264910;20171002232701;IMUABS;
329015.6364;451391.1097;4565298.9522;473.3833;1.56269644143;-0.00233936013886;1.4354;0.000392;0.000;00D2AF11-18AB-4D8B-915D-1DE211440757;NA;329015.6357;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002732;265010;20171002232701;IMUABS;
329015.7605;451391.2338;4565298.9532;473.3830;1.56266657472;-0.00220503662247;1.4353;0.000443;0.000;3F037D44-B881-44DC-B598-802FFF096078;NA;329015.7612;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002783;265110;20171002232701;IMUABS;
329015.8871;451391.3604;4565298.9542;473.3828;1.56277279003;-0.00224325133641;1.4354;0.000422;0.000;1841087B-9C82-4F35-BC6D-9D6EE1D6500C;NA;329015.8920;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002762;265210;20171002232701;IMUABS;
329016.0177;451391.4910;4565298.9552;473.3825;1.56271408493;-0.00213179978348;1.4354;0.000343;0.000;110DBB62-5FB2-44CD-B304-B85D9F75274C;NA;329016.0228;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002682;265310;20171002232701;IMUABS;
329016.1485;451391.6218;4565298.9563;473.3822;1.56280027234;-0.00191507395182;1.4354;0.000285;0.000;388B028F-ED1B-4486-80F9-8994F2B12B87;NA;329016.1536;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002624;265410;20171002232701;IMUABS;
329016.2832;451391.7565;4565298.9574;473.3820;1.56279390363;-0.00180636473769;1.4355;0.000312;0.000;A0761187-8001-4DF2-BD33-CEE0924426FB;NA;329016.2844;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002651;265510;20171002232702;IMUABS;
329016.4149;451391.8882;4565298.9584;473.3817;1.56278331226;-0.00176789447411;1.4355;0.000210;0.000;5557D85F-4B13-4624-BC88-4F6860F419B8;NA;329016.4152;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002549;265610;20171002232702;IMUABS;
329016.5498;451392.0231;4565298.9595;473.3815;1.56282923351;-0.00159008232752;1.4355;0.000213;0.000;6A573D7C-2689-49AD-B3D4-DF2326EF1BD3;NA;329016.5564;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002552;265710;20171002232702;IMUABS;
329016.6866;451392.1599;4565298.9606;473.3813;1.56289320565;-0.00146248393733;1.4355;0.000169;0.000;2B975273-C122-4F4F-BD4E-B2262A5DA314;NA;329016.6872;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002509;265810;20171002232702;IMUABS;
329016.8225;451392.2958;4565298.9617;473.3811;1.56289263851;-0.00136506738556;1.4355;0.000124;0.000;D5D6C10C-4A3B-4FC8-961E-C951A285C110;NA;329016.8285;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002464;265910;20171002232702;IMUABS;
329016.9625;451392.4358;4565298.9628;473.3809;1.56289292227;-0.00123700777395;1.4355;0.000083;0.000;422653EF-0145-4E38-9BB2-DC8CCB28E8F0;NA;329016.9697;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002422;266010;20171002232702;IMUABS;
329017.0995;451392.5728;4565298.9638;473.3808;1.56288932703;-0.00117783788461;1.4355;0.000047;0.000;B3A7D599-3321-4F20-B337-3AE57B479BF0;NA;329017.1058;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002386;266110;20171002232702;IMUABS;
329017.2458;451392.7191;4565298.9650;473.3806;1.56289859139;-0.00106531530091;1.4355;-0.000020;0.000;9ADF9B28-8B89-4DA5-8312-F4FA910C2B88;NA;329017.2470;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002319;266210;20171002232702;IMUABS;
329017.3859;451392.8592;4565298.9661;473.3805;1.56294419041;-0.000959457806408;1.4355;-0.000037;0.000;2D881D06-AECC-48EF-8069-7CB024C55DB3;NA;329017.3935;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002302;266310;20171002232702;IMUABS;
329017.5283;451393.0016;4565298.9672;473.3803;1.56288664014;-0.000901155288577;1.4355;-0.000064;0.000;B02A2A06-11A0-4C92-AF6B-8B432B268FA5;NA;329017.5347;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002275;266410;20171002232702;IMUABS;
329017.6691;451393.1424;4565298.9684;473.3802;1.56284864858;-0.000899188630501;1.4355;-0.000106;0.000;32E61A78-1169-4FB8-B7EB-BED524C6CA46;NA;329017.6760;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002234;266510;20171002232703;IMUABS;
329017.8153;451393.2886;4565298.9695;473.3801;1.56294831533;-0.000949098940676;1.4355;-0.000101;0.000;16DE1939-3479-4B39-A263-19917F8E4654;NA;329017.8172;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002239;266610;20171002232703;IMUABS;
329017.9564;451393.4297;4565298.9706;473.3800;1.56297022211;-0.000948549499503;1.4354;-0.000138;0.000;8DC23459-0C9B-49DA-BBE7-AF54AAF13725;NA;329017.9637;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002202;266710;20171002232703;IMUABS;
329018.1026;451393.5759;4565298.9718;473.3799;1.56299060221;-0.000994129871151;1.4354;-0.000181;0.000;61DCF241-8773-439E-ADA7-81DFADC4C4E6;NA;329018.1050;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002158;266810;20171002232703;IMUABS;
329018.2436;451393.7169;4565298.9729;473.3797;1.56305770989;-0.00109439652162;1.4354;-0.000181;0.000;3C6F8D86-3FA0-4B01-8E89-C318120CD58E;NA;329018.2515;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002158;266910;20171002232703;IMUABS;
329018.3888;451393.8621;4565298.9739;473.3795;1.56302983799;-0.00118278551588;1.4355;-0.000135;0.000;8FC2C21A-4D4F-4BC6-967F-C12AD97225C0;NA;329018.3980;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002204;267010;20171002232703;IMUABS;
329018.5309;451394.0042;4565298.9751;473.3794;1.56299781656;-0.00137659978076;1.4355;-0.000118;0.000;A15E0322-DB63-4B96-89B2-637FAEB0F4AB;NA;329018.5392;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002222;267110;20171002232703;IMUABS;
329018.6773;451394.1505;4565298.9762;473.3791;1.56297169113;-0.00152080171828;1.4355;-0.000054;0.000;BF39CD23-4936-46F3-BC1A-5F58265BE40E;NA;329018.6857;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002285;267210;20171002232703;IMUABS;
329018.8236;451394.2968;4565298.9773;473.3790;1.56284475884;-0.0015735835067;1.4356;0.000049;0.000;E04C0FDF-3FA9-4589-94CF-2C55E12228D3;NA;329018.8322;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002388;267310;20171002232703;IMUABS;
329018.9688;451394.4420;4565298.9785;473.3787;1.56283171487;-0.00166361090043;1.4355;-0.000087;0.000;F1FEC544-4765-4BAA-87B5-2365CE71A454;NA;329018.9787;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002252;267410;20171002232703;IMUABS;
329019.1151;451394.5883;4565298.9797;473.3784;1.56287161273;-0.0017418284902;1.4355;0.000142;0.000;4D85E3C1-5C61-41C3-9B09-43789620DAE8;NA;329019.1251;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002482;267510;20171002232704;IMUABS;
329019.2624;451394.7356;4565298.9809;473.3781;1.56277897789;-0.00189423380006;1.4355;0.000125;0.000;92A1065C-E63C-40FE-8BBF-3FE28E8DBA0F;NA;329019.2716;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002464;267610;20171002232704;IMUABS;
329019.4087;451394.8819;4565298.9821;473.3779;1.56276150083;-0.00203361012735;1.4355;0.000242;0.000;D84E004A-7CFB-4B4D-B48C-08ED019E0BD1;NA;329019.4181;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002582;267710;20171002232704;IMUABS;
329019.5591;451395.0323;4565298.9832;473.3776;1.56278602726;-0.00202756388884;1.4356;0.000182;0.000;064E963B-C7FA-44F1-B4BE-DCB7CEA24079;NA;329019.5646;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002521;267810;20171002232704;IMUABS;
329019.7061;451395.1793;4565298.9844;473.3773;1.56279665487;-0.00206172868482;1.4356;0.000176;0.000;C040CFDA-0796-4411-9FF3-AF14AB149E46;NA;329019.7163;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002515;267910;20171002232704;IMUABS;
329019.8538;451395.3270;4565298.9856;473.3769;1.56280070526;-0.00221199083967;1.4356;0.000234;0.000;E4627161-88E1-40E1-BD56-45F297BA6CF3;NA;329019.8628;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002573;268010;20171002232704;IMUABS;
329020.0041;451395.4773;4565298.9868;473.3766;1.56272363427;-0.00234445048188;1.4356;0.000279;0.000;AC3E5986-C0C5-4972-88EE-D5F97FC529BE;NA;329020.0093;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002618;268110;20171002232704;IMUABS;
329020.1504;451395.6236;4565298.9880;473.3763;1.56274446122;-0.00240514344732;1.4356;0.000217;0.000;6CF45789-AE6B-44B4-9285-417118DC1BE5;NA;329020.1610;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002556;268210;20171002232704;IMUABS;
329020.3019;451395.7751;4565298.9892;473.3759;1.56271321621;-0.00236114365041;1.4356;0.000260;0.000;D4233F84-B2F3-4B22-9613-0D4DB6F2D864;NA;329020.3075;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002599;268310;20171002232704;IMUABS;
329020.4534;451395.9266;4565298.9905;473.3755;1.56272896437;-0.0024220605867;1.4356;0.000293;0.000;8FB86102-5805-4A26-850C-ABE78519995B;NA;329020.4644;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002632;268410;20171002232704;IMUABS;
329020.6038;451396.0770;4565298.9916;473.3751;1.56276955467;-0.00253910564285;1.4357;0.000283;0.000;4F37C6A6-3E53-4267-9A48-ED4F64F43C89;NA;329020.6162;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002622;268510;20171002232705;IMUABS;
329020.7563;451396.2295;4565298.9929;473.3748;1.56283553276;-0.00260196517516;1.4356;0.000238;0.000;5B769D00-CC83-4109-ACF0-07E80515ECE3;NA;329020.7679;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002577;268610;20171002232705;IMUABS;
329020.9076;451396.3808;4565298.9941;473.3744;1.56298514001;-0.00250038264354;1.4356;0.000141;0.000;AB67E5EB-3A71-45A8-89A6-85A4C5A4D846;NA;329020.9144;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002480;268710;20171002232705;IMUABS;
329021.0591;451396.5323;4565298.9953;473.3740;1.56296233491;-0.00239570984526;1.4356;0.000222;0.000;AF9D1609-684B-4EA5-B468-B620AD11FDFF;NA;329021.0713;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002561;268810;20171002232705;IMUABS;
329021.2147;451396.6879;4565298.9965;473.3735;1.56301874968;-0.00236247511297;1.4356;0.000214;0.000;7BC07346-EFBF-45B0-AC3F-E7A08B1B8C07;NA;329021.2230;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002553;268910;20171002232705;IMUABS;
329021.3673;451396.8405;4565298.9976;473.3732;1.56303817536;-0.00229116518061;1.4356;0.000251;0.000;7FD2BC04-943E-4D10-AEE4-988522C871DB;NA;329021.3747;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002590;269010;20171002232705;IMUABS;
329021.5194;451396.9925;4565298.9988;473.3729;1.56307430847;-0.00213056291896;1.4355;0.000073;0.000;B3BFA20C-972A-4939-8E2C-8B836A6DFE43;NA;329021.5317;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002412;269110;20171002232705;IMUABS;
329021.6748;451397.1479;4565299.0000;473.3726;1.56305589065;-0.00175389826269;1.4354;0.000175;0.000;42A6AE91-63E9-445C-B147-EABEFF0ABB2B;NA;329021.6834;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002515;269210;20171002232705;IMUABS;
329021.8234;451397.2965;4565299.0012;473.3723;1.56288145182;-0.00153231316823;1.4354;0.000030;0.000;18F46A9A-77EC-4474-A5AC-BFB84499BD43;NA;329021.8351;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002369;269310;20171002232705;IMUABS;
329021.9793;451397.4524;4565299.0024;473.3720;1.56279844577;-0.00140235655112;1.4354;0.000142;0.000;CFB8FA36-D142-423A-AA55-1AB857656427;NA;329021.9921;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002482;269410;20171002232705;IMUABS;
329022.1361;451397.6092;4565299.0036;473.3719;1.56278961983;-0.0012003445654;1.4353;0.000088;0.000;F8E49807-2344-4AE6-A71C-BDC0D45F9797;NA;329022.1438;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002427;269510;20171002232706;IMUABS;
329022.2877;451397.7608;4565299.0049;473.3718;1.56281316066;-0.000971880659545;1.4352;-0.000109;0.000;46264370-056A-46F8-8D2B-810E12E38AB3;NA;329022.3007;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002230;269610;20171002232706;IMUABS;
329022.4435;451397.9166;4565299.0062;473.3716;1.56277634614;-0.00066905738961;1.4351;-0.000120;0.000;06EE1D32-A99C-4B60-85C1-9E7874E3013B;NA;329022.4577;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002219;269710;20171002232706;IMUABS;
329022.5961;451398.0692;4565299.0074;473.3715;1.5628035743;-0.000547642310798;1.4351;-0.000067;0.000;668760EE-738F-468C-A4A9-36A9878C763E;NA;329022.6094;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002273;269810;20171002232706;IMUABS;
329022.7519;451398.2250;4565299.0086;473.3714;1.56280819225;-0.000545180309103;1.4352;-0.000093;0.000;86638A1E-DE89-415C-9719-973778783A09;NA;329022.7663;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002246;269910;20171002232706;IMUABS;
329022.9097;451398.3828;4565299.0099;473.3714;1.5628484889;-0.000443409331793;1.4352;-0.000097;0.000;5994F0F3-187A-47C5-9B57-651271BA154A;NA;329022.9181;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002242;270010;20171002232706;IMUABS;
329023.0616;451398.5347;4565299.0110;473.3714;1.56289528242;-0.000322619819943;1.4352;-0.000148;0.000;6300B724-B82D-4088-9205-8AC5BCC760ED;NA;329023.0750;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002192;270110;20171002232706;IMUABS;
329023.2180;451398.6911;4565299.0123;473.3713;1.56288038346;-0.00022184422237;1.4352;-0.000195;0.000;786C42D2-F9D0-4A6A-9C76-C2CCB223CE57;NA;329023.2320;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002144;270210;20171002232706;IMUABS;
329023.3747;451398.8478;4565299.0136;473.3712;1.56294719392;-0.000220119578533;1.4352;-0.000142;0.000;702DA883-6DA2-4048-9488-2F32B092B8EA;NA;329023.3889;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002198;270310;20171002232706;IMUABS;
329023.5326;451399.0057;4565299.0148;473.3712;1.56280136658;-0.000321846200342;1.4352;-0.000066;0.000;B8DEB58F-A6D3-4EE1-985E-D2C0327972D6;NA;329023.5459;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002273;270410;20171002232707;IMUABS;
329023.6840;451399.1571;4565299.0160;473.3712;1.56278766061;-0.00032168940187;1.4353;-0.000064;0.000;3564930C-1CCE-43C5-B9C4-36AB5D7A0065;NA;329023.6976;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002276;270510;20171002232707;IMUABS;
329023.8439;451399.3170;4565299.0172;473.3712;1.56276895027;-0.000240757454533;1.4354;-0.000011;0.000;4F62920C-AF34-4A09-A96C-19CA85435C8A;NA;329023.8597;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002328;270610;20171002232707;IMUABS;
329023.9975;451399.4706;4565299.0185;473.3711;1.5627046669;-0.000334660357233;1.4354;-0.000084;0.000;B03578C2-C699-4DC9-89CE-7CDF7F42F192;NA;329024.0115;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002255;270710;20171002232707;IMUABS;
329024.1574;451399.6305;4565299.0198;473.3710;1.56261801935;-0.00052049815478;1.4354;-0.000031;0.000;4A2598E7-EC0A-4AF0-814E-48073D72C3DA;NA;329024.1736;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002308;270810;20171002232707;IMUABS;
329024.3103;451399.7834;4565299.0211;473.3710;1.56252262996;-0.000634148546419;1.4354;-0.000007;0.000;8C194A51-00D2-4B61-930F-262751776AD5;NA;329024.3254;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002333;270910;20171002232707;IMUABS;
329024.4709;451399.9440;4565299.0224;473.3709;1.56248745867;-0.000760955321117;1.4354;0.000059;0.000;20B622E5-75FE-4ECE-9589-C530C379F1CB;NA;329024.4875;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002398;271010;20171002232707;IMUABS;
329024.6246;451400.0976;4565299.0237;473.3707;1.562470085;-0.000860439901382;1.4354;0.000050;0.000;8B26CF73-59AB-4301-91D9-EBFD2A2F3446;NA;329024.6393;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002389;271110;20171002232707;IMUABS;
329024.7844;451400.2574;4565299.0250;473.3706;1.56250283574;-0.00106825275682;1.4354;0.000190;0.000;01C201FD-6BE4-4BF8-AF91-DC4DF9E026AF;NA;329024.7962;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002529;271210;20171002232707;IMUABS;
329024.9368;451400.4098;4565299.0263;473.3704;1.56254852851;-0.00126635909242;1.4353;0.000187;0.000;889B2DF9-A9AA-4618-B0F4-F47701E17809;NA;329024.9532;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002526;271310;20171002232707;IMUABS;
329025.0934;451400.5664;4565299.0276;473.3702;1.56266153405;-0.00130851755389;1.4353;0.000278;0.000;75B9630D-27B4-4913-9512-A8CA5D6F894E;NA;329025.1101;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002617;271410;20171002232707;IMUABS;
329025.2500;451400.7230;4565299.0289;473.3700;1.56272250228;-0.00146657001245;1.4353;0.000241;0.000;ED15DCAC-D48B-412D-B624-983E80ECBD75;NA;329025.2618;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002580;271510;20171002232708;IMUABS;
329025.4014;451400.8744;4565299.0301;473.3697;1.56275251674;-0.00150700239691;1.4353;0.000313;0.000;E7573F20-AEF4-4176-B1F0-5C4E36B2A5FC;NA;329025.4188;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002652;271610;20171002232708;IMUABS;
329025.5580;451401.0310;4565299.0313;473.3695;1.56281945659;-0.00163237183568;1.4354;0.000361;0.000;397782DE-430D-4338-AAAE-55B62179EC48;NA;329025.5757;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002700;271710;20171002232708;IMUABS;
329025.7148;451401.1878;4565299.0325;473.3692;1.56283645545;-0.00181167913873;1.4353;0.000334;0.000;AB18175F-3C0A-4FB1-B1B9-C2ABA829A128;NA;329025.7274;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002674;271810;20171002232708;IMUABS;
329025.8704;451401.3434;4565299.0338;473.3690;1.56286267504;-0.00182792191776;1.4353;0.000338;0.000;8BA0775A-482C-4F07-B3B3-351728EC5A33;NA;329025.8896;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002677;271910;20171002232708;IMUABS;
329026.0241;451401.4971;4565299.0350;473.3687;1.56275466111;-0.00190819397695;1.4353;0.000303;0.000;48458914-EF3C-4EAF-ADCC-0FE338649E47;NA;329026.0413;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002643;272010;20171002232708;IMUABS;
329026.1798;451401.6528;4565299.0363;473.3683;1.56269274392;-0.00192598490795;1.4353;0.000375;0.000;FB9C4282-341B-48BA-850B-7E6515C7270E;NA;329026.1983;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002714;272110;20171002232708;IMUABS;
329026.3366;451401.8096;4565299.0375;473.3680;1.5627255573;-0.00203208664561;1.4354;0.000431;0.000;5EDEA84F-4D6E-4FD5-91A6-9561D5AF1BC6;NA;329026.3500;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002770;272210;20171002232708;IMUABS;
329026.4892;451401.9622;4565299.0388;473.3677;1.56269607508;-0.00212491121;1.4354;0.000396;0.000;53D761EA-E73D-4A17-9734-02C34C5266EF;NA;329026.5122;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002735;272310;20171002232708;IMUABS;
329026.6500;451402.1230;4565299.0401;473.3674;1.5627772918;-0.00204414170049;1.4353;0.000249;0.000;550BCD0C-F646-42F9-8561-626F7423C82D;NA;329026.6639;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002588;272410;20171002232708;IMUABS;
329026.8015;451402.2745;4565299.0413;473.3671;1.56276533066;-0.00202766754867;1.4354;0.000213;0.000;4AAA00D6-2988-4A20-9E08-52695FE55262;NA;329026.8208;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002552;272510;20171002232709;IMUABS;
329026.9597;451402.4327;4565299.0426;473.3667;1.56276586321;-0.00202773850505;1.4354;0.000223;0.000;02FB0145-882C-4AF9-B3D2-6D556EC35B20;NA;329026.9778;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002563;272611;20171002232709;IMUABS;
329027.1149;451402.5879;4565299.0438;473.3664;1.56282307269;-0.00200979525691;1.4354;0.000216;0.000;EBF509D8-3844-48E5-BADF-91082F434BAE;NA;329027.1295;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002555;272710;20171002232709;IMUABS;
329027.2707;451402.7437;4565299.0450;473.3661;1.56280601902;-0.00190569654622;1.4355;0.000200;0.000;DAA22D51-382F-4043-A9AB-635C77D2608F;NA;329027.2917;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002539;272810;20171002232709;IMUABS;
329027.4232;451402.8962;4565299.0463;473.3658;1.5629044112;-0.00173728739133;1.4355;0.000141;0.000;CF1B2111-99C5-4F1E-AC71-B9DAB03C7515;NA;329027.4434;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002480;272910;20171002232709;IMUABS;
329027.5801;451403.0530;4565299.0475;473.3655;1.56284386076;-0.00161457173976;1.4355;0.000122;0.000;1EDBF29F-73D7-45BC-A620-9FC1F0EF0BC3;NA;329027.6003;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002461;273010;20171002232709;IMUABS;
329027.7368;451403.2097;4565299.0488;473.3653;1.56280930097;-0.00149051979801;1.4355;0.000078;0.000;E7AB1362-0093-4639-AB2E-5F09EE0EE47A;NA;329027.7521;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002417;273110;20171002232709;IMUABS;
329027.8884;451403.3613;4565299.0499;473.3651;1.56281036521;-0.00131305488068;1.4355;0.000075;0.000;D077BD7D-EDB9-4FFA-AABF-5DC0D915EA19;NA;329027.9090;293.100;101300.000;;NA;NA;NA;C;NA;NA;NA;0.002414;273210;20171002232709;IMUABS;
